reviews.text,processed_text,reviews.rating
"Got this for the nice variety it offered. Rose is nice, not too sweet not too dry. Pinot noir is average, nothing special or outstanding and I wouldn’t get it again. Chardonnay is awful— maybe just the bottle we opened, but it immediately smelled spoiled and tasted the same. Wound up pouring it down the drain and hoping the next two bottles aren’t rotten as well. Have not tried the Cab yet as it’s my favorite type of wine and I hate to be disappointed—hoping we’ll be two for four at least. Sorry to say next time I’ll pass...",got nice variety offered rose nice sweet dry pinot noir average nothing special outstanding wouldnt get chardonnay awful maybe bottle opened immediately smelled spoiled tasted wound pouring drain hoping next two bottle arent rotten well tried cab yet favorite type wine hate disappointedhoping well two four least sorry say next time ill pas,3.0
"We are still sampling each one - so far favorite is the Chardonnay, but that can change",still sampling one far favorite chardonnay change,5.0
"I just received my collection. I opened the Rose and it was very tasty. This Rose is not overly sweet and that was my main concern. It has a light fruity taste and pairs well with cheeses. I haven't tasted the others yet, but this is a great deal for the quantity you receive. I will continue to update as I open the others.",received collection opened rose very tasty rose overly sweet main concern light fruity taste pair well cheese havent tasted others yet great deal quantity receive continue update open others,5.0
This whole order was a nightmare from day one ...after almost 2 weeks it came I wish it didn���t...I gifted 2 bottles to my son & when he sent me a text how awful it was & that he dumped it down the drain I was horrified to say the least ...luckily it was my son because I bought these for holiday gifts ...QVC needs more quality control for items like this we work hard for our money & spending it on something I will be dumping down the drain is not acceptable...I was refunded my money but it still is very upsetting that this Vintage wine Estates sells such garbage to a reputable company like QVC,whole order nightmare day one almost week came wish didnti gifted bottle son sent text awful dumped drain horrified say least luckily son bought holiday gift qvc need quality control item like work hard money spending something dumping drain acceptablei refunded money still very upsetting vintage wine estate sell garbage reputable company like qvc,1.0
"I consider myself a wine lover but I���m not a wine snob. I decided to finally order wine from QVC and went for the mixed case as I do like reds and whites. After trying each variety, I regret the decision. While not horrible, they aren���t good either. These aren���t wines I���d serve to anyone or drink again let alone purchase again. The ros�� is a sweet wine no doubt about it, which isn���t my taste, but it was described as being not too sweet. The chardonnay is the strangest tasting chardonnay I���ve ever tasted. It was described as not being too oaky. I guess I like my chardonnay oaky. And the pinot noir, which the ���wine expert��� repeatedly mispronounced (RED FLAG) was just bland. The cabernet sauvingnon was supposed to be the best of the bunch and it was private reserve after all but just turned out to be disappointing as well. These wines were touted as having a retail value of $20-$25 per bottle but taste more like sub $10 per bottle, which is exactly how much it works out to when you buy the case. You get what you pay for, as they say. And if something sounds too good to be true, it probably is. Lessons learned in this case.",consider wine lover im wine snob decided finally order wine qvc went mixed case like red white trying variety regret decision horrible arent good either arent wine id serve anyone drink let alone purchase ro sweet wine doubt isnt taste described sweet chardonnay strangest tasting chardonnay ive ever tasted described oaky guess like chardonnay oaky pinot noir wine expert repeatedly mispronounced red flag bland cabernet sauvingnon supposed best bunch private reserve turned disappointing well wine touted retail value per bottle taste like sub per bottle exactly much work buy case get pay say something sound good true probably lesson learned case,2.0
"Got this for the nice variety it offered. Rose is nice, not too sweet not too dry. Pinot noir is average, nothing special or outstanding and I wouldn���t get it again. Chardonnay is awful��� maybe just the bottle we opened, but it immediately smelled spoiled and tasted the same. Wound up pouring it down the drain and hoping the next two bottles aren���t rotten as well. Have not tried the Cab yet as it���s my favorite type of wine and I hate to be disappointed���hoping we���ll be two for four at least. Sorry to say next time I���ll pass...",got nice variety offered rose nice sweet dry pinot noir average nothing special outstanding wouldnt get chardonnay awful maybe bottle opened immediately smelled spoiled tasted wound pouring drain hoping next two bottle arent rotten well tried cab yet favorite type wine hate disappointedhoping well two four least sorry say next time ill pas,3.0
"I love the size and the price on this cooler. However the lower quality than brand name coolers is evident in the finish on this cooler. After about 3 weeks of use the rope handle pulled loose while lifting and the cooler fell to the ground but survived the fall. Trademark Innovations, please send me new plastic handles!",love size price cooler however lower quality brand name cooler evident finish cooler week use rope handle pulled loose lifting cooler fell ground survived fall trademark innovation please send new plastic handle,2.0
I bought a case of his reds 6/6 from QVC right before Christmas. I was extremely disappointed with my purchase as were my dinner guests. It is always better to sample a wine before making a purchasing. A lesson learned.,bought case red qvc right christmas extremely disappointed purchase dinner guest always better sample wine making purchasing lesson learned,1.0
Never ordered wine thru mail but so glad I did. I was pleasantly surprised . I will be ordering again,never ordered wine thru mail glad pleasantly surprised ordering,5.0
"This wine is quite good and I am glad I have this on auto-delivery. It is robust and smooth. If you enjoy red wine, this ones for you.",wine quite good glad autodelivery robust smooth enjoy red wine one,4.0
I like full bodied but smooth red. The meritage is a perfect blend of the things I love in red wine. Have alternated lately between a Pinot noir and Cab. This is delicious and perfectly priced.,like full bodied smooth red meritage perfect blend thing love red wine alternated lately pinot noir cab delicious perfectly priced,5.0
"I knew that Kevin O'Leary loved good wine. Well, let me tell you, he also makes some delicious wine. I purchased the 3-bottle Chardonnay and it is Wonderful. I'm no wine expert, but I know what I like. I enjoy white wine but I don't like sweet, which is why I didn't try the Moscato. I like to enjoy a nice glass of white wine whenever I feel like it. This wine is delightful by the glass - no food necessary. I'm very pleased with my purchase and even more pleased that I purchased it on auto-delivery. I can't wait for my next shipment! I highly recommend this wine. Mr. Wonderful will not let you down!",knew kevin oleary loved good wine well let tell also make delicious wine purchased bottle chardonnay wonderful im wine expert know like enjoy white wine dont like sweet didnt try moscato like enjoy nice glass white wine whenever feel like wine delightful glass food necessary im very pleased purchase even pleased purchased autodelivery cant wait next shipment highly recommend wine mr wonderful let,5.0
"I have ordered wines from O'Leary before. I love red wine. But THIS red wine is AWESOME!!! More smooth than Cabernet, and Cab is usually my FIRST choice. That was OK but THIS THIS THIS one ... Auto Delivery for sure!!!!",ordered wine oleary love red wine red wine awesome smooth cabernet cab usually first choice ok one auto delivery sure,5.0
"Bought the wine for my son for a Christmas present. Was very skeptical at first. First, I myself really don't care for wine. Leaves a nasty after taste and bitter to me, plus after drinking 1 glass of red, I wake up with a severe headache. Well anyway my son open a bottle, I had ordered all red. I went over to see if I could with stand the smell. Totally surprised I could, so I decided to try it. Very smooth, no after taste. Not a strong, bitter smell. Had guests over for New Year's eve and they had enjoyed it just as much as I did and my son. Probably will be ordering again.",bought wine son christmas present very skeptical first first really dont care wine leaf nasty taste bitter plus drinking glass red wake severe headache well anyway son open bottle ordered red went see could stand smell totally surprised could decided try very smooth taste strong bitter smell guest new year eve enjoyed much son probably ordering,5.0
Disappointed with the taste and consistency of these wines. My husband and I were looking forward to sharing them with friends on Christmas Eve. We tried the four variety to be fair and were not satisfied planning to send the rest back.,disappointed taste consistency wine husband looking forward sharing friend christmas eve tried four variety fair satisfied planning send rest back,1.0
"I too was skeptical on ordering wines on line. I figured Meh... I love wine how bad could it be..... I was surprised... Very Smooth, flavorful with a beautiful nose.",skeptical ordering wine line figured meh love wine bad could surprised very smooth flavorful beautiful nose,5.0
"I was a little skeptical about purchasing wine from QVC, but I've been very surprised by the quality of this wine collection. I ordered the mixed-auto delivery package. The Moscato was indeed sweet (just like you'd expect from a Moscato), and the Syrah was not too bad. I guess I should have said from the outset that I'm a sweet-wine drinker (I like sweet red wines), so the Red was not to my liking because it was too dry. I never drink Chardonnay because they are likewise too dry for me. But, Kevin O'Leary's Chardonnay is my favorite from the entire order! It is awesome, magnificent, and very tasty! I even ordered some Fettuccine just so I could pair it with the Chardonnay. Great find (for me). I'm so glad I ordered the auto-delivery because I can't wait to see what I get in the Spring. Very good wine, Mr. O'Leary.",little skeptical purchasing wine qvc ive very surprised quality wine collection ordered mixedauto delivery package moscato indeed sweet like youd expect moscato syrah bad guess said outset im sweetwine drinker like sweet red wine red liking dry never drink chardonnay likewise dry kevin olearys chardonnay favorite entire order awesome magnificent very tasty even ordered fettuccine could pair chardonnay great find im glad ordered autodelivery cant wait see get spring very good wine mr oleary,5.0
I belong to other clubs but bought this because of the free shipping. I do NOT like Rose wine and was sure I'd hate it but.......it is excellent. A slight sweet taste very slight. It is a little effervescent too. I forgot where I bought it and googled it to buy more . It runs 75.00 for 3 bottles! Not expensive but not 5.00 a bottle either. I have not had the others but I am anxious to taste them....,belong club bought free shipping like rose wine sure id hate butit excellent slight sweet taste very slight little effervescent forgot bought googled buy run bottle expensive bottle either others anxious taste,4.0
"You get what you pay for, I got it for $8.25 a bottle and that's about all it is worth. I should of known better. but it's free s&h,. I was disappointed it's all from the same vintner and not as the labels show different wineries. It was just the ease of delivery. I live in California and have so many options of good wines. One and only purchase. Q does not know good wines!",get pay got bottle thats worth known better free sh disappointed vintner label show different winery ease delivery live california many option good wine one purchase q know good wine,2.0
We had four friends over tonight for dinner. They loved this wine! Hands down the Mascato was the favorite! There were no complaints about the Chardonnay at all but the first choice was the Mascato! They were very excited to find out that more was on the way with auto delivery!,four friend tonight dinner loved wine hand mascato favorite complaint chardonnay first choice mascato very excited find way auto delivery,5.0
My kids love them. So no complaints but I'm sure they are not healthy of course.,kid love complaint im sure healthy course,5.0
"Easy and quick to serve, brings a smile to their faces. Pretty good value for a quick drink product.",easy quick serve brings smile face pretty good value quick drink product,5.0
Worked great kids loved them,worked great kid loved,4.0
"Walmart used to carry a Swiss water decaf coffee that had excellent flavor. I've been looking for a replacement since they quit selling it in the store so and purchased this coffee. Though I liked the flavor of the Sam's coffee a bit better, this coffee is pretty good as well. It has a fine ground and medium-dark roast.",walmart used carry swiss water decaf coffee excellent flavor ive looking replacement since quit selling store purchased coffee though liked flavor sam coffee bit better coffee pretty good well fine ground mediumdark roast,4.0
Great decaf coffee using Swiss water process. I won't buy anything that is decaf using traditional methods.,great decaf coffee using swiss water process wont buy anything decaf using traditional method,5.0
Good product. Arrived on time,good product arrived time,0.0
I used this in place of apple cider or rice wine vinegar to make a recipe for Spanish vinaigrette. It was delicious and made a big difference in the taste.,used place apple cider rice wine vinegar make recipe spanish vinaigrette delicious made big difference taste,0.0
"Very good taste and quality,",very good taste quality,0.0
"I am hardly a red wine vinegar expert, but this is pretty darn good, I would say! I'd buy it again.",hardly red wine vinegar expert pretty darn good would say id buy,0.0
"As a wanna-be great cook I have come to appreciate the difference between various types and brands of vinegar. I came to know this product as a result of an Amazon search for wine vinegar and ordered it. Let me say that right after tasting this product right out of the bottle I knew that I stumbled upon one of the best. If you appreciate the subtle differences a quality product can infuse into your creative cooking efforts, then this vinegar is for you..",wannabe great cook come appreciate difference various type brand vinegar came know product result amazon search wine vinegar ordered let say right tasting product right bottle knew stumbled upon one best appreciate subtle difference quality product infuse creative cooking effort vinegar,0.0
Good Stuff!!!! Really it is real good for the price and I will reorder from this vendor.,good stuff really real good price reorder vendor,5.0
"These wines were a happy surprise! I bought an assortment of wines for a house warming party last weekend and these were great. White cat was like a Sweet Mascoto, Cabin Fever had a sweet taste all it own, I Red Cat was also sweet, I don't care for red wine but this was good! The Breathable Berry reminded me of a Sangria.This brand is on the top of my list, I will buy more of their wines!",wine happy surprise bought assortment wine house warming party last weekend great white cat like sweet mascoto cabin fever sweet taste red cat also sweet dont care red wine good breathable berry reminded sangriathis brand top list buy wine,5.0
Excellent wines and customer service. I sent them as a gift and they loved it.,excellent wine customer service sent gift loved,5.0
All arrived safe and sound. Only tried one bottle so far. Mighty tasty!,arrived safe sound tried one bottle far mighty tasty,5.0
Absolutely Delicious. It was the perfect holiday gift! My In-Laws loved it,absolutely delicious perfect holiday gift inlaws loved,5.0
Great wine and price,great wine price,4.0
Loved every bottle. Will order again.,loved every bottle order,5.0
"Red cat is my favorite wine of all time.The Red Cat itself is sweet but not too much so, with a little tartness.The White Cat is light and refreshing especially ice cold, same goes with the Cabin Fever.The best out of the 4 in my opinion though is Bramble berry. Tart, sweet and tastes like berry jam. I love it!",red cat favorite wine timethe red cat sweet much little tartnessthe white cat light refreshing especially ice cold go cabin feverthe best opinion though bramble berry tart sweet taste like berry jam love,5.0
"This product is just as described, easy to measure for this beginner. It dissolves easily and fermentation halts in 48 hours just as stated. I feel safe sweetening my wine and bottling without worrying about bottle bombs. Great price and shipped very quickly, no complaints.",product described easy measure beginner dissolve easily fermentation halt hour stated feel safe sweetening wine bottling without worrying bottle bomb great price shipped very quickly complaint,0.0
Nice quantity and nice price. I would have liked it more if it came in a re sealable bag. Shipping bag is hot sealed so you have to repack or store in another sealed container and relabel after opening for use. That was kind of a Hassle but the product works fine and did exactly what it said and I wanted.Fast shipping and Undamaged delivery.,nice quantity nice price would liked came sealable bag shipping bag hot sealed repack store another sealed container relabel opening use kind hassle product work fine exactly said wantedfast shipping undamaged delivery,0.0
I use this to stabilize my home brew wine after fermentation before back sweetening and bottling to prevent reactivated fermentation. Works great,use stabilize home brew wine fermentation back sweetening bottling prevent reactivated fermentation work great,0.0
"WORKED GOOD FOR MY WINE MAKING, GOOD STUFF.",worked good wine making good stuff,0.0
This worked exactly how it was supposed to.,worked exactly supposed,0.0
I use this to stabilize my home brew wine after fermentation before back sweetening and bottling to prevent reactivated fermentation. Works great,use stabilize home brew wine fermentation back sweetening bottling prevent reactivated fermentation work great,0.0
"This product is just as described, easy to measure for this beginner. It dissolves easily and fermentation halts in 48 hours just as stated. I feel safe sweetening my wine and bottling without worrying about bottle bombs. Great price and shipped very quickly, no complaints.",product described easy measure beginner dissolve easily fermentation halt hour stated feel safe sweetening wine bottling without worrying bottle bomb great price shipped very quickly complaint,0.0
Good Quality. Worked as needed!,good quality worked needed,0.0
Nicely done. Wine tastes good and the chocolate that comes in the packing is delicious. They could have however printed the brand name in a smaller font on the glass. The current font size is too large to be used when inviting guests.,nicely done wine taste good chocolate come packing delicious could however printed brand name smaller font glass current font size large used inviting guest,4.0
I had to chase down delivery since you have to sign for it. Not an issue. The gift set was beautiful and a lot for the price. I purchase this for my boss who is leaving the company. She loved it. I would buy this again definitely! Naked Winery just gained a new customer.,chase delivery since sign issue gift set beautiful lot price purchase bos leaving company loved would buy definitely naked winery gained new customer,5.0
"Naked Cab is by far one of my favorite red wines out there. Woody with depth and complexity and notes of black currant, this is one fabulous wine! I love that this gift set is all inclusive - a big dark chocolate bar and 2 very nice wine glasses. Your recipient will think you spent a fortune on this gift box! Comes very nicely packaged in a black box, festive crinkle and tissue paper fill and fun things like a bumper sticker and tattoos. Great buy! Love this set!",naked cab far one favorite red wine woody depth complexity note black currant one fabulous wine love gift set inclusive big dark chocolate bar very nice wine glass recipient think spent fortune gift box come very nicely packaged black box festive crinkle tissue paper fill fun thing like bumper sticker tattoo great buy love set,5.0
"I purchased two of these as holiday gifts. The price seemed just right for a bottle of wine, glasses and chocolate. In fact, even without glasses, this would've been a good value to ship across country. I was skeptical about how nicely the presentation would look in person but the recipients sent a picture and I was floored. It looks gorgeous. And expensive. I can't speak to the quality of the wine, but as far as the overall gift, I am pleased that the recipients are pleased and would purchase again. However, as another reviewer noted and that I did not read before purchasing, there was some risqu little cards included in the gift box that boldly stated let's get naked referring I'm sure to the name of the winery. And also I truly did not even notice the silhouettes of women on the glasses or the tag line we aim to tease on the glasses, which is my fault, but I have to say I did not like that. I feel a bit embarrassed now as I hope the recipients don't confuse my intentions. Fortunately these gifts went to couples with a sense of humor about it but had I sent this to someone more conservative in my life, I would have been so very, very embarrassed.",purchased two holiday gift price seemed right bottle wine glass chocolate fact even without glass wouldve good value ship across country skeptical nicely presentation would look person recipient sent picture floored look gorgeous expensive cant speak quality wine far overall gift pleased recipient pleased would purchase however another reviewer noted read purchasing risqu little card included gift box boldly stated let get naked referring im sure name winery also truly even notice silhouette woman glass tag line aim tease glass fault say like feel bit embarrassed hope recipient dont confuse intention fortunately gift went couple sense humor sent someone conservative life would very very embarrassed,5.0
"Cabernet and chocolate. Win Win! This wine is such an easy drinking cab that it is hard not to buy it any time it's available, let alone when it is on special. Combine it with glasses and some chocolate My date night is made!",cabernet chocolate win win wine easy drinking cab hard buy time available let alone special combine glass chocolate date night made,5.0
"This wine is the best cab for the money I've ever had. Sometimes a 10 cab tastes like a 20 cab, and that's a bargain wine for sure. This Washington Cabernet Sauvignon from Naked Winery drinks like a 40+ cabernet. So try it now! This is not a fruity oak bomb, nor a lengthy, earthy, subtle cab.Here are my 2-liner tasting notes:Black currant and dark cherry on the nose lead to hints of clove and praline on the palate. Medium tannins. An elegant, smoky barrel toast on the finish.",wine best cab money ive ever sometimes cab taste like cab thats bargain wine sure washington cabernet sauvignon naked winery drink like cabernet try fruity oak bomb lengthy earthy subtle cabhere liner tasting notesblack currant dark cherry nose lead hint clove praline palate medium tannin elegant smoky barrel toast finish,5.0
"Bought this for my daughter-in-law, she loved it.",bought daughterinlaw loved,5.0
Bought this for sis-in-law's birthday. Love the winery!!,bought sisinlaws birthday love winery,5.0
"I will never order again! ""Two buck Chuck"" has better taste!",never order two buck chuck better taste,1.0
"The wine was excellent ordered the Moscato, and auto delivery. Second order I switched to White Zinfandel it was delicious also.",wine excellent ordered moscato auto delivery second order switched white zinfandel delicious also,5.0
We ordered 6 bottles of the Moscato on auto delivery. So glad we did. It's different but we love it.,ordered bottle moscato auto delivery glad different love,5.0
Very good! Nice flavor. Receiving Reds on auto-delivery.,very good nice flavor receiving red autodelivery,4.0
"I am originally from France love red wine I didn't think I will love it but as a surprise, it's a great wine for the price I recommend you gave Kevin.s wine a try",originally france love red wine didnt think love surprise great wine price recommend gave kevins wine try,4.0
"Delivery was a little slow but it was worth the wait. I was very pleased with the Moscato selection. It arrived in excellent condition, which indicates it was well packaged. The price was very reasonable.",delivery little slow worth wait very pleased moscato selection arrived excellent condition indicates well packaged price very reasonable,5.0
"I have tried this wine before, but this batch was not good at all and I will never order again.",tried wine batch good never order,1.0
"Knowing that wine taste varies, have to say I really enjoy the Moscato. I find it very refreshing, with a great flavor. I chose the auto-delivery, and share with my sister, who also enjoys and looks forward to when the next delivery is due.",knowing wine taste varies say really enjoy moscato find very refreshing great flavor chose autodelivery share sister also enjoys look forward next delivery due,5.0
"I've only tried the chardonnay, so my review is for that wine. I find it very good when chilled properly. I take it out of the refrigerator an hour before drinking it & it's perfect. It's not to cold or warm. When drunk too cold, it doesn't have much taste. At the proper temp, it becomes much more complex. It has a clean delicate taste of peach & apricot. It's not a heavy chardonnay. No oak, butter or vanilla undertone. I prefer this crisper, fresher chardonnay. The heavy ones make me gag.",ive tried chardonnay review wine find very good chilled properly take refrigerator hour drinking perfect cold warm drunk cold doesnt much taste proper temp becomes much complex clean delicate taste peach apricot heavy chardonnay oak butter vanilla undertone prefer crisper fresher chardonnay heavy one make gag,4.0
Don't know why others have given such bad reviews. I guess each person has their own taste but I love the Moscato & my family & friends also enjoy it!,dont know others given bad review guess person taste love moscato family friend also enjoy,5.0
"I'm not a wine drinker but have relatives and friends who are, so I purchased 12 bottles to have on hand at home and also for gifts. My brother visited this weekend and I opened the red wine for him to enjoy during a football game. He tried to be gracious but finally said it just wasn't good. Now I'm wondering what the people thought who received wine as gifts. I have eight bottles left and wondering if I should just pour them down the drain. What a disappointment after the hosts all ooo-ed and ahhh-ed over this supposedly fabulous wine assortment.",im wine drinker relative friend purchased bottle hand home also gift brother visited weekend opened red wine enjoy football game tried gracious finally said wasnt good im wondering people thought received wine gift eight bottle left wondering pour drain disappointment host oooed ahhhed supposedly fabulous wine assortment,1.0
"I have order three cases over past two years a great wine for the price point. Other reviews I Have read judge this to harshly. Including shipping it is a twelve dollar a bottle wine, I have order many wines for an average of 18.00 a bottle and not nearly as good. . I order 15 cases of wine a least every year, this is a great value in the price range it sells for",order three case past two year great wine price point review read judge harshly including shipping twelve dollar bottle wine order many wine average bottle nearly good order case wine least every year great value price range sell,5.0
"I am not a wine expert, but I am Italian and like wine. I ordered the white selection and I absolutely love it. I enjoy a glass of wine without the meal attached. My first time ordering Moscato and it is delicious, next favorite is the White Zinfandel. The Chardonnay is also very good. Kevin did an excellent job mixing the favors. I am on auto-delivery so I am able to give them as nice gifts, but not the Moscato.",wine expert italian like wine ordered white selection absolutely love enjoy glass wine without meal attached first time ordering moscato delicious next favorite white zinfandel chardonnay also very good kevin excellent job mixing favor autodelivery able give nice gift moscato,5.0
"We ordered 12 white and 12 red twice, really like them. Sweet is not a favorite, but it was good.",ordered white red twice really like sweet favorite good,5.0
"Thought this would be a good sampler of wine at a very decent price. The mixed case has some wine that friends liked, some I liked. But overall the case is just non descript. Chardonnay was very light on the oaky taste. Other whites were OK. Meritage is OK. Pinot Noir was unidentifiable as such. Cab Sauv. OK. White Zin? No one wanted it. So I can't say this was a ""wonderful"" assortment. I have cancelled the remainder of the auto ship. Thanks anyway, Kevin. I'll pick my own bottles locally.",thought would good sampler wine very decent price mixed case wine friend liked liked overall case non descript chardonnay very light oaky taste white ok meritage ok pinot noir unidentifiable cab sauv ok white zin one wanted cant say wonderful assortment cancelled remainder auto ship thanks anyway kevin ill pick bottle locally,2.0
"Not the quality at all that I was expecting from Kevin O'Leary. Very disappointed, and I would not serve this to guests.",quality expecting kevin oleary very disappointed would serve guest,3.0
"Definitely not worth the hassle, don't waste your time or your money",definitely worth hassle dont waste time money,1.0
"The cab was the only drinkable one. Using for cooking wine. For that reason, Mr Wonderful, I'm out.",cab drinkable one using cooking wine reason mr wonderful im,2.0
"First, before I purchase a wine for a second time I need to sample it. Not possible this way of course so I relied on QVC and Kevin O'Leary's reputation for making my purchase.So far I have been very pleased with the quality and taste of each of the reds in the collection, a great value for the quality and proud to serve it to guests. Look forward to next auto-ship and purchasing the white collection.",first purchase wine second time need sample possible way course relied qvc kevin olearys reputation making purchaseso far very pleased quality taste red collection great value quality proud serve guest look forward next autoship purchasing white collection,5.0
LOVE LOVE LOVE Kevin's Reserve Wines. Just the best! 5th or 6th time ordering and will continue to order more and auto delivery. FANTASTIC deal on really great wine! Can't go wrong! A no brainer! If you love wine...DO IT!,love love love kevins reserve wine best th th time ordering continue order auto delivery fantastic deal really great wine cant go wrong brainer love winedo,5.0
Had this wine for a few months and finally got around to tasting...we ordered the 12 bottle sampler set and we are loving the Chardonnay and the Syrah...cannot wait to taste the others...Will order again.,wine month finally got around tastingwe ordered bottle sampler set loving chardonnay syrahcannot wait taste otherswill order,5.0
I'm not a wine snob but I've had my fair share of wine over the years. I taste new brands fairly regularly. You can do much better at your local store for the same or less money. Basically tastes like a good box wine. Black Box ... etc.,im wine snob ive fair share wine year taste new brand fairly regularly much better local store le money basically taste like good box wine black box etc,2.0
The Cabernet is a true value. The Chardonnay is also great.,cabernet true value chardonnay also great,5.0
"We have ordered both white and red sets of O'Leary wines more than once, and we have had consistently excellent wine with every single bottle.The sweet wines are delicate and blended perfectly without being too sweet. The rich reds are deep without being too tannic or biting. When we need a wine we can count on to be perfect for guests, or gifts or just enjoying with our everyday meals, this is our go-to wine.We recommend it highly.",ordered white red set oleary wine consistently excellent wine every single bottlethe sweet wine delicate blended perfectly without sweet rich red deep without tannic biting need wine count perfect guest gift enjoying everyday meal goto winewe recommend highly,5.0
I purchased these to give as gifts last year and when I tried the wine myself I spit it out and was mortified.I was so embarrassed that I gave these wines to people I know that I had to apologize and give another gift.This is by far some of the worst swill I’ve ever had.There are wines that are the same price from California wineries that are far superior.I would not even cook with this stuff.I wish I had discovered the poor quality and the offensive taste during the return period because they would have gone back. This is what they had in mind when they coined the expression “rot gut”.,purchased give gift last year tried wine spit mortifiedi embarrassed gave wine people know apologize give another giftthis far worst swill ive ever hadthere wine price california winery far superiori would even cook stuffi wish discovered poor quality offensive taste return period would gone back mind coined expression rot gut,1.0
"If you're a selective wine drinker, don't buy this. It's mediocre at best. Will likely end up using for cooking.",youre selective wine drinker dont buy mediocre best likely end using cooking,1.0
"I wish I had returned this wine, but only gradually used and each bottle was less than satisfying. Have ordered Vintage Wine Estates wine a few times before and very much enjoyed. O'Lerary's reserve wines were not of the same quality in my opinion and in the opinion of my book club members. Not sure if they were left in the heat somewhere along the way or just what, but just no happy with these and would not order again. Kevin presents himself as quite the wine producer and he is likely quite knowledgeable, but there is better wine available at lower cost.",wish returned wine gradually used bottle le satisfying ordered vintage wine estate wine time very much enjoyed olerarys reserve wine quality opinion opinion book club member sure left heat somewhere along way happy would order kevin present quite wine producer likely quite knowledgeable better wine available lower cost,2.0
"Purchased on auto delivery. First shipment great, second came with 6 bottle of sav but no moscato. We do not like the sav but are now stuck with all these bottles. Third shipment came with the moscato and 3 more sav. Shipped well before they said it would or at least they said in process so we could not delay or skip shipment. Moscato is great others are ok. Trying to cancel balance and would order the moscato and other whites but price with shipping even ""included"" makes it costly. Disappointed.",purchased auto delivery first shipment great second came bottle sav moscato like sav stuck bottle third shipment came moscato sav shipped well said would least said process could delay skip shipment moscato great others ok trying cancel balance would order moscato white price shipping even included make costly disappointed,2.0
"I'm really picky about wine. To be honest, I've had cheap wine that is good and more expensive wine that is not good. A good wine to me has a good balance. I actually really really liked the moscato. Moscato is my favorite type of wine and I've had a lot that I don't care for. If you like Bartenura, you will appreciate this. I liked the white zin also. I didn't care for the chardonnay, but my husband said it was ""ok."" I'd like to get the 3 bottle pack that you can choose, but the current price makes the 3 bottle pack more expensive per bottle. I'd say all in all, this is a decent middle of the road group of wines. The moscato impressed me the most. For those who haven't heard of the bartenura comparison, it's a $11-16 bottle, so it puts it right in about the same class as O'Leary. If you're curious about this, if say take a chance. Regardless how I feel about the taste of the chardonnay, they are all quite fragrant which I enjoy.",im really picky wine honest ive cheap wine good expensive wine good good wine good balance actually really really liked moscato moscato favorite type wine ive lot dont care like bartenura appreciate liked white zin also didnt care chardonnay husband said ok id like get bottle pack choose current price make bottle pack expensive per bottle id say decent middle road group wine moscato impressed havent heard bartenura comparison bottle put right class oleary youre curious say take chance regardless feel taste chardonnay quite fragrant enjoy,4.0
"I purchased the 12 bottle mixed package to sample something new to me in the rose and meritage. I usually drink Pinot Noir and Chardonnay or Pinot Grigio. I wish the wines lived up to their descriptions, but sadly they did not. I realize tastes are subjective, but for me, the Chardonnay was very tart and without any full taste. I would not order these again..",purchased bottle mixed package sample something new rose meritage usually drink pinot noir chardonnay pinot grigio wish wine lived description sadly realize taste subjective chardonnay very tart without full taste would order,2.0
"I am a Pinot Noir wine drinker generally, but the Pinot Noir in this case is terrible, even after decanting. Have tried two of the Pinot bottles and a few of each of the others. I actually prefer the Cab over anything in the case and I usually don't like cabs.",pinot noir wine drinker generally pinot noir case terrible even decanting tried two pinot bottle others actually prefer cab anything case usually dont like cab,2.0
"Can't believe that I was so stupid to fall for Kevin O'Leary's promotion of his wines. I believed in him, and therefore went ahead and purchased the variety.dozen bottles. What a fool I have been! I wanted to give him the benefit of doubt, but I continue to be disappointed. Yes, I know I have a month to return the merchandise! What a laugh!! How to return a huge package? I poured most in the kitchen sink... live and learn.",cant believe stupid fall kevin olearys promotion wine believed therefore went ahead purchased varietydozen bottle fool wanted give benefit doubt continue disappointed yes know month return merchandise laugh return huge package poured kitchen sink live learn,1.0
I purchased these to give as gifts last year and when I tried the wine myself I spit it out and was mortified.I was so embarrassed that I gave these wines to people I know that I had to apologize and give another gift.This is by far some of the worst swill I���ve ever had.There are wines that are the same price from California wineries that are far superior.I would not even cook with this stuff.I wish I had discovered the poor quality and the offensive taste during the return period because they would have gone back. This is what they had in mind when they coined the expression ���rot gut���.,purchased give gift last year tried wine spit mortifiedi embarrassed gave wine people know apologize give another giftthis far worst swill ive ever hadthere wine price california winery far superiori would even cook stuffi wish discovered poor quality offensive taste return period would gone back mind coined expression rot gut,1.0
"I am more of a dry wine person, but I have enjoyed the chardoney and rose. Not to sweet, not to dry. Great gifts my friends said they enjoyed",dry wine person enjoyed chardoney rose sweet dry great gift friend said enjoyed,5.0
